text,label,score,created_at
Bitcoin is a great long-term hold. #crypto,BULLISH,0.9580010323139022,2025-08-10 12:14:28
Bitcoin is in a steep correction. This is making me nervous. 😩 #BTCUSDT,BEARISH,0.9704920286657476,2025-08-07 00:37:38
Bitcoin is on the verge of a major breakout. #Bitcoin,BULLISH,0.9763562299154568,2025-07-26 15:00:19
Bitcoin is showing some mild fluctuations. #crypto,NEUTRAL,0.897408818298504,2025-08-04 16:04:02
Bitcoin is showing some strong positive momentum. #Bitcoin,BULLISH,0.9469812588389592,2025-07-18 08:29:12
"Bitcoin is consolidating, not much movement either way. #BTC",NEUTRAL,0.8019528716720075,2025-08-01 12:55:26
Bitcoin is showing some strong positive momentum. #crypto,BULLISH,0.963720878916866,2025-07-18 17:27:27
"Bitcoin Just checking the market stats, everything looks normal. #Bitcoin",NEUTRAL,0.8872873005280885,2025-08-05 01:26:53
Bitcoin is experiencing a major sell-off. This is not good. #cryptocurrency,BEARISH,0.9069020483849616,2025-08-10 15:10:50
Bitcoin seems to be losing all its value. #crypto,BEARISH,0.9809491176324598,2025-07-16 22:29:41
"Bitcoin Just checking the market stats, everything looks normal. #Bitcoin",NEUTRAL,0.9027840994926156,2025-08-04 10:55:01
Bitcoin is showing some strong positive momentum. #crypto,BULLISH,0.9532360369141278,2025-08-10 00:01:31
"Bitcoin is just a stablecoin, nothing to see here. #BTC",NEUTRAL,0.9153803095350592,2025-07-27 03:09:16
Bitcoin is on the verge of a major breakout. #cryptocurrency,BULLISH,0.9255931473407109,2025-08-08 22:19:09
"Bitcoin is consolidating, not much movement either way. #BTCUSDT",NEUTRAL,0.8454543145684473,2025-07-19 19:53:09
Bitcoin is falling hard. A dump is coming. #crypto,BEARISH,0.924118751719636,2025-07-25 18:47:35
Bitcoin is having a major pump right now! To the moon! 🚀 #BTCUSDT,BULLISH,0.972551212686578,2025-08-02 20:15:05
Bitcoin is falling hard. A dump is coming. #cryptocurrency,BEARISH,0.9080146311572884,2025-07-22 19:00:48
Bitcoin is in a steep correction. This is making me nervous. 😩 #Bitcoin,BEARISH,0.9154982477657968,2025-07-17 10:51:06
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #BTCUSDT,BEARISH,0.9328974759163674,2025-08-01 23:28:54
Bitcoin seems to be losing all its value. #BTCUSDT,BEARISH,0.93169507959667,2025-07-18 02:50:29
Bitcoin is gaining serious traction. Bull run is coming! #cryptocurrency,BULLISH,0.9376381515913969,2025-07-30 08:29:36
Bitcoin is on the verge of a major breakout. #crypto,BULLISH,0.9360304048287792,2025-07-30 04:26:57
Bitcoin is in a steep correction. This is making me nervous. 😩 #crypto,BEARISH,0.9067135464543576,2025-07-27 11:47:35
Bitcoin is experiencing a major sell-off. This is not good. #BTC,BEARISH,0.9545077466752236,2025-07-19 04:21:33
Bitcoin is gaining serious traction. Bull run is coming! #BTC,BULLISH,0.937198743724457,2025-08-10 20:55:59
Bitcoin price has been flat all week. #crypto,NEUTRAL,0.912508820208426,2025-08-01 21:50:57
Bitcoin is falling hard. A dump is coming. #BTC,BEARISH,0.961868967863944,2025-08-05 03:48:53
Bitcoin is on the verge of a major breakout. #BTC,BULLISH,0.9470176779123592,2025-08-08 08:52:25
Bitcoin is gaining serious traction. Bull run is coming! #Bitcoin,BULLISH,0.9180985273434056,2025-08-10 06:10:02
"Bitcoin Just checking the market stats, everything looks normal. #crypto",NEUTRAL,0.892178878672272,2025-07-29 07:50:58
Bitcoin is on the verge of a major breakout. #Bitcoin,BULLISH,0.9665155844054046,2025-07-21 16:25:03
"Bitcoin is consolidating, not much movement either way. #BTC",NEUTRAL,0.9007650526940252,2025-07-29 12:55:24
Bitcoin price has been flat all week. #BTCUSDT,NEUTRAL,0.8335266521354731,2025-08-12 19:39:31
Bitcoin is showing some strong positive momentum. #Bitcoin,BULLISH,0.9568298284850844,2025-08-02 00:42:05
Bitcoin is gaining serious traction. Bull run is coming! #BTC,BULLISH,0.997032030850327,2025-07-18 09:28:51
Bitcoin I'm losing a lot of money on this. #BTCUSDT,BEARISH,0.9322576931621436,2025-07-19 19:43:54
Bitcoin is showing some strong positive momentum. #Bitcoin,BULLISH,0.969203315026804,2025-07-29 00:16:11
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #BTC,BEARISH,0.9835603143747969,2025-07-27 02:40:33
Bitcoin is having a major pump right now! To the moon! 🚀 #crypto,BULLISH,0.9140497856959192,2025-08-09 11:05:20
Bitcoin is looking bearish on the charts. Stay away! #BTC,BEARISH,0.9969742790176402,2025-07-18 15:19:15
Bitcoin is on the verge of a major breakout. #BTC,BULLISH,0.9616274201422796,2025-07-17 00:21:05
Bitcoin is gaining serious traction. Bull run is coming! #cryptocurrency,BULLISH,0.9575130701808364,2025-07-25 04:33:11
Bitcoin is having a major pump right now! To the moon! 🚀 #Bitcoin,BULLISH,0.9265224710117704,2025-08-13 06:28:04
Bitcoin is falling hard. A dump is coming. #Bitcoin,BEARISH,0.9528460082048704,2025-07-24 03:47:29
Bitcoin is looking bearish on the charts. Stay away! #crypto,BEARISH,0.9103520004006448,2025-08-11 21:14:08
Bitcoin is showing some strong positive momentum. #BTC,BULLISH,0.9200207036682754,2025-08-09 20:45:36
Bitcoin is on the verge of a major breakout. #BTC,BULLISH,0.99116112575009,2025-08-07 10:38:03
Bitcoin I'm losing a lot of money on this. #BTCUSDT,BEARISH,0.9485652964232648,2025-08-06 23:56:35
"Bitcoin just got a new partnership, price will soar! #cryptocurrency",BULLISH,0.9452638430282844,2025-08-08 23:59:36
Bitcoin is gaining serious traction. Bull run is coming! #BTCUSDT,BULLISH,0.9437175562989216,2025-07-14 16:16:34
Bitcoin is gaining serious traction. Bull run is coming! #BTC,BULLISH,0.9500108413951084,2025-07-28 17:10:16
"Bitcoin is consolidating, not much movement either way. #BTC",NEUTRAL,0.9214672003389848,2025-07-16 20:50:43
Bitcoin price has been flat all week. #cryptocurrency,NEUTRAL,0.9426073809946623,2025-07-31 00:11:35
Bitcoin is showing some mild fluctuations. #BTC,NEUTRAL,0.8909920877857085,2025-07-26 05:54:39
Bitcoin looks incredibly bullish for the rest of the year. #BTC,BULLISH,0.958502746346944,2025-08-02 07:25:43
"Bitcoin is just a stablecoin, nothing to see here. #crypto",NEUTRAL,0.9235267802697787,2025-07-21 05:55:58
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #BTCUSDT,BEARISH,0.9840354181824128,2025-07-20 10:22:21
"Bitcoin is just a stablecoin, nothing to see here. #crypto",NEUTRAL,0.8638912872710329,2025-07-22 12:41:02
Bitcoin is looking bearish on the charts. Stay away! #cryptocurrency,BEARISH,0.9624607159518612,2025-08-03 17:45:24
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.8412262116990216,2025-08-09 02:10:03
Bitcoin is in a steep correction. This is making me nervous. 😩 #cryptocurrency,BEARISH,0.9825992791615868,2025-07-24 08:43:54
Bitcoin is gaining serious traction. Bull run is coming! #cryptocurrency,BULLISH,0.9390947889945882,2025-07-25 03:46:54
Bitcoin is on the verge of a major breakout. #Bitcoin,BULLISH,0.9632845124367836,2025-07-26 13:13:04
Bitcoin is experiencing a major sell-off. This is not good. #Bitcoin,BEARISH,0.9064038231645484,2025-07-24 12:35:06
Bitcoin is in a steep correction. This is making me nervous. 😩 #BTC,BEARISH,0.9696792637633628,2025-08-03 17:26:53
Bitcoin I'm losing a lot of money on this. #Bitcoin,BEARISH,0.9691301850179824,2025-07-21 13:16:48
"Bitcoin just got a new partnership, price will soar! #cryptocurrency",BULLISH,0.908803712037893,2025-07-17 10:51:29
Bitcoin is showing some mild fluctuations. #cryptocurrency,NEUTRAL,0.8788352001066277,2025-08-12 16:37:41
Bitcoin is looking bearish on the charts. Stay away! #BTCUSDT,BEARISH,0.9625241699412904,2025-08-05 03:05:43
Bitcoin is showing some strong positive momentum. #cryptocurrency,BULLISH,0.9900551082094936,2025-07-22 15:35:15
Bitcoin is having a major pump right now! To the moon! 🚀 #crypto,BULLISH,0.917482635964086,2025-08-09 04:47:38
Bitcoin is in a steep correction. This is making me nervous. 😩 #BTCUSDT,BEARISH,0.9217468720149492,2025-07-16 13:35:21
Bitcoin is falling hard. A dump is coming. #BTC,BEARISH,0.9482187896272584,2025-08-10 23:32:49
Bitcoin is having a major pump right now! To the moon! 🚀 #Bitcoin,BULLISH,0.992893868707365,2025-07-31 21:44:24
Bitcoin I'm losing a lot of money on this. #Bitcoin,BEARISH,0.9057647349981676,2025-07-26 22:32:50
"Bitcoin Just checking the market stats, everything looks normal. #Bitcoin",NEUTRAL,0.8880427480507171,2025-08-07 04:27:19
Bitcoin is having a major pump right now! To the moon! 🚀 #cryptocurrency,BULLISH,0.9051185458014314,2025-08-11 07:58:44
Bitcoin is having a major pump right now! To the moon! 🚀 #cryptocurrency,BULLISH,0.9897473815245288,2025-07-26 08:35:08
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #Bitcoin,BEARISH,0.936500039146883,2025-08-10 09:29:43
"Bitcoin is just a stablecoin, nothing to see here. #crypto",NEUTRAL,0.9241995534040102,2025-08-04 10:05:20
Bitcoin is gaining serious traction. Bull run is coming! #cryptocurrency,BULLISH,0.9476497399321754,2025-07-26 08:21:31
Bitcoin is gaining serious traction. Bull run is coming! #cryptocurrency,BULLISH,0.9749036952125832,2025-08-04 06:23:50
Bitcoin is having a major pump right now! To the moon! 🚀 #BTC,BULLISH,0.9642334565941908,2025-07-30 21:32:13
Bitcoin is gaining serious traction. Bull run is coming! #crypto,BULLISH,0.9493242941631224,2025-07-25 19:21:45
Bitcoin is in a steep correction. This is making me nervous. 😩 #cryptocurrency,BEARISH,0.9824661475982562,2025-07-30 04:44:06
Bitcoin looks incredibly bullish for the rest of the year. #crypto,BULLISH,0.9722295561757482,2025-07-30 06:21:57
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #cryptocurrency,BEARISH,0.9671371828924812,2025-07-30 15:56:07
Bitcoin is experiencing a major sell-off. This is not good. #crypto,BEARISH,0.9421999201441464,2025-08-08 08:29:06
Bitcoin I'm losing a lot of money on this. #cryptocurrency,BEARISH,0.9376912309559098,2025-08-02 03:54:35
Bitcoin is in a steep correction. This is making me nervous. 😩 #BTC,BEARISH,0.9912599956684692,2025-08-02 12:05:11
Bitcoin is gaining serious traction. Bull run is coming! #Bitcoin,BULLISH,0.9784394595610768,2025-07-20 18:41:53
Bitcoin is having a major pump right now! To the moon! 🚀 #BTCUSDT,BULLISH,0.9190685014651752,2025-07-23 00:02:13
Bitcoin is on the verge of a major breakout. #crypto,BULLISH,0.9772744774105458,2025-07-24 10:10:59
Bitcoin is having a major pump right now! To the moon! 🚀 #cryptocurrency,BULLISH,0.9079354820185352,2025-08-06 16:37:44
"Bitcoin is just a stablecoin, nothing to see here. #Bitcoin",NEUTRAL,0.8703012752288265,2025-08-03 16:37:03
Bitcoin price has been flat all week. #cryptocurrency,NEUTRAL,0.9488906400834846,2025-08-10 15:49:33
"Bitcoin just got a new partnership, price will soar! #crypto",BULLISH,0.9970021604481238,2025-08-04 16:15:12
Bitcoin price has been pretty stable this week. #cryptocurrency,NEUTRAL,0.917236036296798,2025-08-04 06:41:16
Bitcoin looks incredibly bullish for the rest of the year. #crypto,BULLISH,0.928010045218138,2025-07-30 08:22:47
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #Bitcoin,BEARISH,0.9521972866177888,2025-07-16 15:48:00
Bitcoin is showing some strong positive momentum. #BTC,BULLISH,0.9166275541160572,2025-08-11 13:22:27
Bitcoin is experiencing a major sell-off. This is not good. #crypto,BEARISH,0.9987057022015065,2025-07-29 05:42:14
Bitcoin seems to be losing all its value. #BTCUSDT,BEARISH,0.9352418556682636,2025-07-23 12:31:47
Bitcoin price has been pretty stable this week. #cryptocurrency,NEUTRAL,0.934227658866131,2025-08-03 14:13:00
Bitcoin is in a steep correction. This is making me nervous. 😩 #BTC,BEARISH,0.9413396239788844,2025-07-22 03:31:33
"Bitcoin Just checking the market stats, everything looks normal. #BTCUSDT",NEUTRAL,0.8478629679439937,2025-08-04 04:27:45
"Bitcoin is just a stablecoin, nothing to see here. #Bitcoin",NEUTRAL,0.9481563060222452,2025-07-14 19:28:00
Bitcoin is having a major pump right now! To the moon! 🚀 #BTCUSDT,BULLISH,0.9612238393458272,2025-07-31 22:48:42
Bitcoin is looking bearish on the charts. Stay away! #BTC,BEARISH,0.9031628747635216,2025-07-15 23:54:06
Bitcoin is experiencing a major sell-off. This is not good. #crypto,BEARISH,0.947626218689992,2025-07-26 13:10:29
Bitcoin seems to be losing all its value. #cryptocurrency,BEARISH,0.9560132084726816,2025-07-21 06:34:09
Bitcoin is showing some mild fluctuations. #cryptocurrency,NEUTRAL,0.9066883130339208,2025-08-06 12:12:51
Bitcoin I'm losing a lot of money on this. #BTCUSDT,BEARISH,0.9389254962117728,2025-07-24 04:12:10
"Bitcoin is consolidating, not much movement either way. #Bitcoin",NEUTRAL,0.8976552786736973,2025-07-18 21:41:41
Bitcoin is gaining serious traction. Bull run is coming! #BTCUSDT,BULLISH,0.993653325461943,2025-08-08 09:22:03
Bitcoin is showing some strong positive momentum. #crypto,BULLISH,0.9169665621272588,2025-07-30 23:11:19
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #BTC,BEARISH,0.9432691052802828,2025-08-04 00:39:24
Bitcoin is experiencing a major sell-off. This is not good. #BTCUSDT,BEARISH,0.9954169272052577,2025-07-19 08:49:49
Bitcoin seems to be losing all its value. #Bitcoin,BEARISH,0.9130332221865074,2025-08-05 09:02:55
"Bitcoin is just a stablecoin, nothing to see here. #BTC",NEUTRAL,0.901899325903886,2025-08-06 18:13:05
Bitcoin is having a major pump right now! To the moon! 🚀 #cryptocurrency,BULLISH,0.9110243943875522,2025-07-30 16:12:46
Bitcoin is showing some strong positive momentum. #cryptocurrency,BULLISH,0.9845313945846472,2025-07-17 07:23:06
"Bitcoin Just checking the market stats, everything looks normal. #cryptocurrency",NEUTRAL,0.8669119139531785,2025-07-22 06:43:14
"Bitcoin is just a stablecoin, nothing to see here. #BTC",NEUTRAL,0.8344695832472122,2025-07-31 00:43:08
Bitcoin is looking bearish on the charts. Stay away! #crypto,BEARISH,0.983634322271005,2025-07-21 04:08:07
"Bitcoin just got a new partnership, price will soar! #BTCUSDT",BULLISH,0.9474604996605844,2025-07-28 06:31:09
Bitcoin is showing some mild fluctuations. #BTC,NEUTRAL,0.9021728412978636,2025-08-03 18:17:58
Bitcoin is falling hard. A dump is coming. #BTC,BEARISH,0.912175595832555,2025-07-21 09:20:21
Bitcoin is a great long-term hold. #cryptocurrency,BULLISH,0.9370536261422914,2025-07-24 08:31:25
Bitcoin price has been pretty stable this week. #BTC,NEUTRAL,0.8770586789967558,2025-07-24 16:16:32
Bitcoin is experiencing a major sell-off. This is not good. #BTCUSDT,BEARISH,0.943417604758142,2025-08-08 03:39:19
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #cryptocurrency,BEARISH,0.9467826196161208,2025-08-13 04:23:45
Bitcoin is showing some mild fluctuations. #BTCUSDT,NEUTRAL,0.9264626778786648,2025-07-17 20:57:25
"Bitcoin is just a stablecoin, nothing to see here. #BTCUSDT",NEUTRAL,0.8646989098540222,2025-08-01 22:06:46
Bitcoin is in a steep correction. This is making me nervous. 😩 #cryptocurrency,BEARISH,0.9697892758558287,2025-07-22 04:01:48
Bitcoin is experiencing a major sell-off. This is not good. #crypto,BEARISH,0.9754115207485764,2025-08-02 19:23:49
"Bitcoin is just a stablecoin, nothing to see here. #crypto",NEUTRAL,0.932222034928242,2025-08-09 07:51:55
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.804443511302886,2025-07-15 09:05:14
Bitcoin is looking bearish on the charts. Stay away! #Bitcoin,BEARISH,0.9107451200130864,2025-07-31 20:08:10
Bitcoin is looking bearish on the charts. Stay away! #BTCUSDT,BEARISH,0.9331974917411638,2025-07-25 17:45:41
Bitcoin looks incredibly bullish for the rest of the year. #Bitcoin,BULLISH,0.9360463407133714,2025-07-15 05:16:27
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #crypto,BEARISH,0.9700418868367628,2025-07-30 15:38:54
"Bitcoin just got a new partnership, price will soar! #Bitcoin",BULLISH,0.9713112954020636,2025-07-18 00:54:43
Bitcoin is falling hard. A dump is coming. #Bitcoin,BEARISH,0.9074753887616192,2025-08-06 17:21:35
Bitcoin is looking bearish on the charts. Stay away! #BTCUSDT,BEARISH,0.923296665637938,2025-07-24 08:03:06
Bitcoin price has been pretty stable this week. #cryptocurrency,NEUTRAL,0.9279111108705596,2025-08-13 08:25:53
Bitcoin price has been flat all week. #crypto,NEUTRAL,0.8399682411123311,2025-08-05 20:43:20
Bitcoin is showing some mild fluctuations. #Bitcoin,NEUTRAL,0.8577774230142231,2025-08-03 23:11:41
Bitcoin is showing some mild fluctuations. #crypto,NEUTRAL,0.9203516761088594,2025-07-28 11:39:52
Bitcoin is gaining serious traction. Bull run is coming! #crypto,BULLISH,0.9828814051166106,2025-07-24 23:45:33
"Bitcoin Just checking the market stats, everything looks normal. #BTC",NEUTRAL,0.9214566537301891,2025-08-06 17:39:40
"Bitcoin is consolidating, not much movement either way. #BTC",NEUTRAL,0.8402195741831974,2025-07-18 11:35:34
Bitcoin is showing some strong positive momentum. #BTCUSDT,BULLISH,0.9576496287284276,2025-08-07 12:49:08
Bitcoin is on the verge of a major breakout. #cryptocurrency,BULLISH,0.968102709803152,2025-08-08 04:05:31
"Bitcoin Just checking the market stats, everything looks normal. #cryptocurrency",NEUTRAL,0.8657804537440761,2025-07-25 11:17:51
Bitcoin price has been flat all week. #crypto,NEUTRAL,0.8466755279642459,2025-08-04 20:42:43
Bitcoin is having a major pump right now! To the moon! 🚀 #BTC,BULLISH,0.992619310935584,2025-08-10 13:49:31
Bitcoin is on the verge of a major breakout. #crypto,BULLISH,0.9731848732491823,2025-08-11 04:03:00
Bitcoin I'm losing a lot of money on this. #crypto,BEARISH,0.9418565830440608,2025-08-08 11:22:16
Bitcoin looks incredibly bullish for the rest of the year. #Bitcoin,BULLISH,0.9848434042849102,2025-07-27 04:41:12
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #crypto,BEARISH,0.9743038349470984,2025-07-23 23:59:34
Bitcoin looks incredibly bullish for the rest of the year. #BTCUSDT,BULLISH,0.9177842911667394,2025-08-13 01:42:42
Bitcoin is gaining serious traction. Bull run is coming! #BTC,BULLISH,0.9025849446389936,2025-07-17 08:59:14
Bitcoin price has been pretty stable this week. #cryptocurrency,NEUTRAL,0.934519218306856,2025-07-26 08:19:02
Bitcoin is showing some mild fluctuations. #BTCUSDT,NEUTRAL,0.9165660078118142,2025-07-21 20:14:01
Bitcoin I'm losing a lot of money on this. #BTC,BEARISH,0.9709483263852812,2025-07-30 20:18:38
"Bitcoin Just checking the market stats, everything looks normal. #cryptocurrency",NEUTRAL,0.8098680431863535,2025-08-07 03:43:22
Bitcoin is on the verge of a major breakout. #cryptocurrency,BULLISH,0.9504656433767992,2025-08-02 19:03:40
"Bitcoin is just a stablecoin, nothing to see here. #BTCUSDT",NEUTRAL,0.8814065835284727,2025-07-28 17:08:58
Bitcoin is showing some mild fluctuations. #BTCUSDT,NEUTRAL,0.8481849830622794,2025-08-13 08:09:56
Bitcoin looks incredibly bullish for the rest of the year. #crypto,BULLISH,0.96782965857597,2025-07-16 10:55:27
Bitcoin price has been pretty stable this week. #crypto,NEUTRAL,0.8886552250928599,2025-08-02 04:54:20
Bitcoin is a great long-term hold. #BTC,BULLISH,0.9105422734731232,2025-07-23 17:54:26
"Bitcoin is just a stablecoin, nothing to see here. #crypto",NEUTRAL,0.9407300832218108,2025-07-22 23:14:45
Bitcoin This crypto project seems like a complete scam. Stay away. 🚩 #BTC,BEARISH,0.9337016178402782,2025-08-07 02:25:32
Bitcoin is in a steep correction. This is making me nervous. 😩 #crypto,BEARISH,0.9120899199617192,2025-07-25 03:10:28
Bitcoin is in a steep correction. This is making me nervous. 😩 #BTC,BEARISH,0.9040807475680523,2025-08-04 08:08:52
Bitcoin price has been flat all week. #cryptocurrency,NEUTRAL,0.8411459817943744,2025-07-30 14:42:19
Bitcoin is looking bearish on the charts. Stay away! #BTC,BEARISH,0.9464428826457124,2025-07-19 12:08:08
Bitcoin I'm losing a lot of money on this. #BTCUSDT,BEARISH,0.98480665175083,2025-08-06 02:42:16
Bitcoin price has been flat all week. #BTCUSDT,NEUTRAL,0.9199445506658228,2025-07-23 18:50:11
Bitcoin is on the verge of a major breakout. #BTC,BULLISH,0.9321594102528084,2025-08-08 13:21:04
Bitcoin is a great long-term hold. #crypto,BULLISH,0.941999418404828,2025-07-30 01:19:18
"Bitcoin is consolidating, not much movement either way. #Bitcoin",NEUTRAL,0.8403516096167952,2025-07-28 00:27:57
"Bitcoin is just a stablecoin, nothing to see here. #Bitcoin",NEUTRAL,0.9061341452461183,2025-07-24 13:42:26
Bitcoin is in a steep correction. This is making me nervous. 😩 #cryptocurrency,BEARISH,0.9185255377189816,2025-08-01 19:25:23
Bitcoin price has been flat all week. #BTCUSDT,NEUTRAL,0.8310280062649031,2025-07-21 11:54:56
"Bitcoin just got a new partnership, price will soar! #BTC",BULLISH,0.9237086501715756,2025-08-11 08:54:09
Bitcoin is looking bearish on the charts. Stay away! #BTC,BEARISH,0.9123738717508028,2025-07-21 15:31:41
"Bitcoin is just a stablecoin, nothing to see here. #cryptocurrency",NEUTRAL,0.942943646801558,2025-07-29 03:23:55
Bitcoin is in a steep correction. This is making me nervous. 😩 #BTC,BEARISH,0.9916162954539222,2025-08-05 23:55:04
Bitcoin is showing some mild fluctuations. #BTC,NEUTRAL,0.8636487712491372,2025-07-27 09:00:38
Bitcoin seems to be losing all its value. #BTC,BEARISH,0.9278158274426924,2025-07-20 16:39:46
"Bitcoin is consolidating, not much movement either way. #BTCUSDT",NEUTRAL,0.8194555433752004,2025-07-15 21:38:43
"Bitcoin is just a stablecoin, nothing to see here. #cryptocurrency",NEUTRAL,0.8173769556524701,2025-07-26 13:16:37
Bitcoin is falling hard. A dump is coming. #crypto,BEARISH,0.9299581475110617,2025-07-23 14:21:46
"Bitcoin Just checking the market stats, everything looks normal. #BTCUSDT",NEUTRAL,0.8835677941406666,2025-08-04 18:01:14
Bitcoin is gaining serious traction. Bull run is coming! #BTCUSDT,BULLISH,0.9002097142409661,2025-07-31 09:06:29
Bitcoin I'm losing a lot of money on this. #BTCUSDT,BEARISH,0.9131162064715695,2025-07-17 06:01:10
Bitcoin is falling hard. A dump is coming. #BTC,BEARISH,0.9775572953516494,2025-08-11 13:28:05
"Bitcoin is consolidating, not much movement either way. #Bitcoin",NEUTRAL,0.8439847831680248,2025-07-16 18:39:05
Bitcoin I'm losing a lot of money on this. #BTCUSDT,BEARISH,0.9989444108193216,2025-07-18 18:23:01
Bitcoin is on the verge of a major breakout. #BTC,BULLISH,0.9568365564182244,2025-07-28 01:08:58
Bitcoin price has been pretty stable this week. #cryptocurrency,NEUTRAL,0.864406716312432,2025-07-19 21:52:09
"Bitcoin Just checking the market stats, everything looks normal. #Bitcoin",NEUTRAL,0.9044580892165484,2025-08-07 12:46:29
Bitcoin price has been flat all week. #Bitcoin,NEUTRAL,0.8262701206121874,2025-08-12 21:20:27
Bitcoin price has been flat all week. #Bitcoin,NEUTRAL,0.8363936472931912,2025-07-20 17:31:33
Bitcoin is showing some strong positive momentum. #cryptocurrency,BULLISH,0.9362694325830064,2025-08-10 06:42:43
Bitcoin is gaining serious traction. Bull run is coming! #crypto,BULLISH,0.9178849060932106,2025-07-22 06:13:25
Bitcoin is experiencing a major sell-off. This is not good. #BTCUSDT,BEARISH,0.9387620936693136,2025-07-22 15:09:12
Bitcoin is a great long-term hold. #BTC,BULLISH,0.9760922609257142,2025-08-04 02:14:25
"Bitcoin Just checking the market stats, everything looks normal. #Bitcoin",NEUTRAL,0.8270007121377541,2025-08-01 12:18:05
"Bitcoin just got a new partnership, price will soar! #cryptocurrency",BULLISH,0.9544105976716142,2025-07-17 06:22:33
"Bitcoin just got a new partnership, price will soar! #cryptocurrency",BULLISH,0.9045724399936924,2025-07-23 06:25:43
Bitcoin is in a steep correction. This is making me nervous. 😩 #Bitcoin,BEARISH,0.9877696607801308,2025-07-27 08:21:35
"Bitcoin is just a stablecoin, nothing to see here. #cryptocurrency",NEUTRAL,0.8762731936109215,2025-07-20 20:58:28
Bitcoin is a great long-term hold. #BTC,BULLISH,0.903886686746277,2025-07-23 22:44:20
"Bitcoin just got a new partnership, price will soar! #cryptocurrency",BULLISH,0.9590085265313212,2025-07-22 08:17:42
Bitcoin is showing some strong positive momentum. #crypto,BULLISH,0.9315804613828428,2025-08-01 11:55:48
Bitcoin is showing some strong positive momentum. #BTC,BULLISH,0.9946214199335977,2025-07-26 18:17:04
Bitcoin seems to be losing all its value. #crypto,BEARISH,0.9408370921453444,2025-07-31 08:40:06
Bitcoin price has been flat all week. #cryptocurrency,NEUTRAL,0.8348951203094467,2025-08-07 19:31:18
Bitcoin price has been flat all week. #Bitcoin,NEUTRAL,0.9244463212465134,2025-07-15 22:28:54
"Bitcoin just got a new partnership, price will soar! #BTC",BULLISH,0.928035728555385,2025-07-31 05:28:36
Bitcoin looks incredibly bullish for the rest of the year. #Bitcoin,BULLISH,0.9044428107211854,2025-07-16 00:31:49
"Bitcoin Just checking the market stats, everything looks normal. #BTC",NEUTRAL,0.8807526838191526,2025-08-01 12:51:40
"Bitcoin Just checking the market stats, everything looks normal. #crypto",NEUTRAL,0.8939535678686407,2025-07-15 00:23:57
Bitcoin price has been pretty stable this week. #BTCUSDT,NEUTRAL,0.8597120803576721,2025-08-06 02:16:41
Bitcoin is showing some mild fluctuations. #Bitcoin,NEUTRAL,0.8033325000997555,2025-08-13 01:24:33
Bitcoin is gaining serious traction. Bull run is coming! #cryptocurrency,BULLISH,0.9499901464759872,2025-08-08 02:56:28
"Bitcoin Just checking the market stats, everything looks normal. #crypto",NEUTRAL,0.9106193720869982,2025-07-20 17:59:13
Bitcoin is looking bearish on the charts. Stay away! #cryptocurrency,BEARISH,0.9575314123594448,2025-07-28 07:42:22
Bitcoin is in a steep correction. This is making me nervous. 😩 #BTC,BEARISH,0.9591431007741598,2025-07-19 15:29:53
"Bitcoin is consolidating, not much movement either way. #Bitcoin",NEUTRAL,0.8761471942541641,2025-07-19 19:13:41
"Bitcoin Just checking the market stats, everything looks normal. #cryptocurrency",NEUTRAL,0.8025744377977732,2025-07-14 20:29:20
"Bitcoin is consolidating, not much movement either way. #cryptocurrency",NEUTRAL,0.8942132533966852,2025-08-02 07:53:30
Bitcoin is gaining serious traction. Bull run is coming! #crypto,BULLISH,0.9874540638995488,2025-07-24 19:49:16
Bitcoin is looking bearish on the charts. Stay away! #BTC,BEARISH,0.9349380004359236,2025-07-17 23:21:56
Bitcoin is gaining serious traction. Bull run is coming! #BTCUSDT,BULLISH,0.918752556571508,2025-07-30 01:01:31
Bitcoin is looking bearish on the charts. Stay away! #BTCUSDT,BEARISH,0.9503125543966964,2025-08-06 01:47:53
Bitcoin seems to be losing all its value. #crypto,BEARISH,0.9446943156301644,2025-08-01 01:15:33
Bitcoin is experiencing a major sell-off. This is not good. #BTCUSDT,BEARISH,0.9680959842522951,2025-08-11 07:14:57
Bitcoin is having a major pump right now! To the moon! 🚀 #BTC,BULLISH,0.906158093803087,2025-07-28 12:16:52
"Bitcoin is consolidating, not much movement either way. #crypto",NEUTRAL,0.9297529927690062,2025-08-01 00:10:30
Bitcoin is falling hard. A dump is coming. #Bitcoin,BEARISH,0.9685257811037098,2025-07-17 19:30:30
"Bitcoin Just checking the market stats, everything looks normal. #BTC",NEUTRAL,0.8149539335433603,2025-07-31 15:32:14
